x1,y1,x2,y2,collection,name,bc_type,bc_x,bc_y
-16.666,4.096,-12.839,3.923,topo,1,t,0,0
-12.839,3.923,-9.876,3.865,topo,0,t,0,0
-9.876,3.865,-6.913,3.807,topo,1,t,0,0
-6.913,3.807,-3.456,3.865,topo,0,t,0,0
-3.456,3.865,0,3.923,topo,1,t,0,0
0,3.923,5,3.923,topo,1,t,0,0
-147.777,0.576,-144.937,-1.576,mbt,0,s,-2.391079947,1.811832411
-144.937,-1.576,-142.098,-3.728,mbt,1,s,-2.390772752,1.812237746
-142.098,-3.728,-138.271,-4.708,mbt,0,s,-2.906225693,0.744212485
-138.271,-4.708,-134.444,-5.689,mbt,1,s,-2.90604312,0.744925085
-169.382,0,-165.709,-1.249,ramp_mft,0,s,0,0
-165.709,-1.249,-162.036,-2.498,ramp_mft,1,s,0,0
-162.036,-2.498,-158.363,-3.747,ramp_mft,2,s,0,0
-158.363,-3.747,-154.691,-4.997,ramp_mft,3,s,0,0
-154.691,-4.997,-149.794,-5.189,ramp_mft,0,s,0,0
-149.794,-5.189,-144.897,-5.381,ramp_mft,1,s,0,0
-144.897,-5.381,-140,-5.574,ramp_mft,2,s,0,0
-140,-5.574,-137.221,-5.631,ramp_mft,0,s,0,0
-137.221,-5.631,-134.444,-5.689,ramp_mft,1,s,0,0
-134.444,-5.689,-129.629,-6.121,ramp_mft,0,s,0,0
-129.629,-6.121,-124.814,-6.554,ramp_mft,1,s,0,0
-124.814,-6.554,-119.999,-6.987,ramp_mft,2,s,0,0
-119.999,-6.987,-115.185,-7.42,ramp_mft,3,s,0,0
-115.185,-7.42,-111.666,-8.978,ramp_mft,0,s,0,0
-111.666,-8.978,-108.148,-10.536,ramp_mft,1,s,0,0
-108.148,-10.536,-103.796,-11.011,ramp_mft,0,s,0,0
-103.796,-11.011,-99.444,-11.487,ramp_mft,1,s,0,0
-99.444,-11.487,-95.092,-11.963,ramp_mft,2,s,0,0
-95.092,-11.963,-90.74,-12.439,ramp_mft,3,s,0,0
-90.74,-12.439,-86.388,-12.915,ramp_mft,4,s,0,0
-86.388,-12.915,-82.036,-13.391,ramp_mft,5,s,0,0
-82.036,-13.391,-77.684,-13.867,ramp_mft,6,t,0,0
-77.684,-13.867,-73.333,-14.343,ramp_mft,7,t,0,0
-73.333,-14.343,-69.311,-16.255,ramp_mft,0,t,0,0
-69.311,-16.255,-65.29,-18.167,ramp_mft,1,t,0,0
-65.29,-18.167,-61.269,-20.079,ramp_mft,2,t,0,0
-61.269,-20.079,-57.248,-21.991,ramp_mft,3,t,0,0
-57.248,-21.991,-53.227,-23.903,ramp_mft,4,t,0,0
-53.227,-23.903,-49.206,-25.815,ramp_mft,5,t,0,0
-49.206,-25.815,-45.185,-27.728,ramp_mft,6,t,0,0
-45.185,-27.728,-40.511,-28.255,ramp_mft,0,t,0,0
-40.511,-28.255,-35.837,-28.782,ramp_mft,1,t,0,0
-35.837,-28.782,-31.163,-29.31,ramp_mft,2,t,0,0
-31.163,-29.31,-26.49,-29.837,ramp_mft,3,t,0,0
-26.49,-29.837,-21.816,-30.365,ramp_mft,4,t,0,0
-21.816,-30.365,-17.142,-30.892,ramp_mft,5,t,0,0
-17.142,-30.892,-12.469,-31.42,ramp_mft,6,t,0,0
-12.469,-31.42,-8.312,-31.881,ramp_mft,0,t,0,0
-8.312,-31.881,-4.156,-32.343,ramp_mft,1,t,0,0
-4.156,-32.343,0,-32.805,ramp_mft,2,t,0,0
0,-32.805,0,-28.214,right_edge,0,u,-20,0
0,-28.214,0,-23.622,right_edge,1,u,-20,0
0,-23.622,0,-19.032,right_edge,2,u,-20,0
0,-19.032,0,-14.44,right_edge,3,u,-20,0
0,-14.44,0,-9.849,right_edge,4,u,-20,0
0,-9.849,0,-5.259,right_edge,5,u,-20,0
0,-5.259,0,-0.667,right_edge,6,u,-20,0
0,-0.667,0,3.923,right_edge,7,u,-20,0
