x1,y1,x2,y2,collection,name,bc_type,bc_x,bc_y
-12.839,3.923,-9.876,3.865,topo,0,t,0.0,0.0
-9.876,3.865,-6.913,3.807,topo,1,t,0.0,0.0
-6.913,3.807,-3.456,3.865,topo,0,t,0.0,0.0
-3.456,3.865,0.0,3.923,topo,1,t,0.0,0.0
-147.777,0.576,-144.937,-1.576,mbt,0,s,-2.3910799474195000,1.8118324108615500
-144.937,-1.576,-142.098,-3.728,mbt,1,s,-2.390772751796400,1.8122377463423200
-142.098,-3.728,-138.271,-4.708,mbt,0,s,-2.9062256928205000,0.7442124847044860
-138.271,-4.708,-134.444,-5.689,mbt,1,s,-2.906043120366960,0.7449250852051190
-169.382,0.0,-165.709,-1.249,ramp_mft,0,s,-16.09489625985330,5.473053479051670
-165.709,-1.249,-162.036,-2.498,ramp_mft,1,s,-16.09489625985330,5.473053479051670
-162.036,-2.498,-158.363,-3.747,ramp_mft,2,s,-16.09489625985330,5.4730534790516700
-158.363,-3.747,-154.691,-4.997,ramp_mft,3,s,-16.093105296478100,5.4783174348032700
-154.691,-4.997,-149.794,-5.189,ramp_mft,0,s,-16.986948488339200,0.666018809426412
-149.794,-5.189,-144.897,-5.381,ramp_mft,1,s,-16.986948488339200,0.6660188094264080
-144.897,-5.381,-140.0,-5.574,ramp_mft,2,s,-16.986812339616500,0.6694822915143950
-140.0,-5.574,-137.221,-5.631,ramp_mft,0,s,-16.996425177035800,0.3486132548006660
-137.221,-5.631,-134.444,-5.689,ramp_mft,1,s,-16.996293354126900,0.354982000194221
-134.444,-5.689,-129.629,-6.121,ramp_mft,0,s,-16.931988628285600,1.5191316900144100
-129.629,-6.121,-124.814,-6.554,ramp_mft,1,s,-16.931675294276800,1.5226200212714100
-124.814,-6.554,-119.999,-6.987,ramp_mft,2,s,-16.931675294276800,1.5226200212714100
-119.999,-6.987,-115.185,-7.42,ramp_mft,3,s,-16.93164707648050,1.5229337731857200
-115.185,-7.42,-111.666,-8.978,ramp_mft,0,s,-15.544617110212800,6.882214679656570
-111.666,-8.978,-108.148,-10.536,ramp_mft,1,s,-15.543892884147700,6.883850231239940
-108.148,-10.536,-103.796,-11.011,ramp_mft,0,s,-16.899638027084900,1.8445147203275200
-103.796,-11.011,-99.444,-11.487,ramp_mft,1,s,-16.899218759824400,1.848352051855790
-99.444,-11.487,-95.092,-11.963,ramp_mft,2,s,-16.899218759824400,1.8483520518557900
-95.092,-11.963,-90.74,-12.439,ramp_mft,3,s,-16.899218759824400,1.848352051855790
-90.74,-12.439,-86.388,-12.915,ramp_mft,4,s,-16.899218759824400,1.8483520518557900
-86.388,-12.915,-82.036,-13.391,ramp_mft,5,s,-16.899218759824400,1.848352051855790
-82.036,-13.391,-77.684,-13.867,ramp_mft,6,s,-16.899218759824400,1.848352051855790
-77.684,-13.867,-73.333,-14.343,ramp_mft,7,s,-16.8991728403166,1.848771839115300
-73.333,-14.343,-69.311,-16.255,ramp_mft,0,s,-15.35342367358350,7.29879315362796
-69.311,-16.255,-65.29,-18.167,ramp_mft,1,s,-15.352719792062000,7.30027362407924
-65.29,-18.167,-61.269,-20.079,ramp_mft,2,s,-15.352719792062000,7.300273624079220
-61.269,-20.079,-57.248,-21.991,ramp_mft,3,s,-15.352719792062000,7.300273624079230
-57.248,-21.991,-53.227,-23.903,ramp_mft,4,s,-15.352719792062000,7.300273624079230
-53.227,-23.903,-49.206,-25.815,ramp_mft,5,s,-15.352719792062000,7.30027362407925
-49.206,-25.815,-45.185,-27.728,ramp_mft,6,s,-15.35123888233930,7.303387212612570
-45.185,-27.728,-40.511,-28.255,ramp_mft,0,s,-16.892960067810100,1.9047047402087900
-40.511,-28.255,-35.837,-28.782,ramp_mft,1,s,-16.892960067810100,1.9047047402088000
-35.837,-28.782,-31.163,-29.31,ramp_mft,2,s,-16.892557305392000,1.908273482508980
-31.163,-29.31,-26.49,-29.837,ramp_mft,3,s,-16.89291468282750,1.905107219741090
-26.49,-29.837,-21.816,-30.365,ramp_mft,4,s,-16.892557305392000,1.9082734825089800
-21.816,-30.365,-17.142,-30.892,ramp_mft,5,s,-16.892960067810100,1.9047047402088000
-17.142,-30.892,-12.469,-31.42,ramp_mft,6,s,-16.89251175126620,1.9086766969117400
-12.469,-31.42,-8.312,-31.881,ramp_mft,0,s,-16.896419655994400,1.8737670102028900
-8.312,-31.881,-4.156,-32.343,ramp_mft,1,s,-16.8959243090709,1.87822835197084
-4.156,-32.343,0.0,-32.805,ramp_mft,2,s,-16.8959243090709,1.8782283519708100
0.0,-32.805,0.0,-28.214,right_edge,0,u,-20.0,0.0
0.0,-28.214,0.0,-23.622,right_edge,1,u,-20.0,0.0
0.0,-23.622,0.0,-19.032,right_edge,2,u,-20.0,0.0
0.0,-19.032,0.0,-14.44,right_edge,3,u,-20.0,0.0
0.0,-14.44,0.0,-9.849,right_edge,4,u,-20.0,0.0
0.0,-9.849,0.0,-5.259,right_edge,5,u,-20.0,0.0
0.0,-5.259,0.0,-0.667,right_edge,6,u,-20.0,0.0
0.0,-0.667,0.0,3.923,right_edge,7,u,-20.0,0.0
