x1,y1,x2,y2,collection,name,bc_type,bc_x,bc_y
-73.566,24.619,-78.297,24.101,base,6,s,0,0
-78.297,24.101,-83.027,23.583,base,7,s,0,0
-83.027,23.583,-87.757,23.065,base,8,s,0,0
-87.757,23.065,-92.488,22.546,base,9,s,0,0
-92.488,22.546,-97.218,22.028,base,10,s,0,0
-97.218,22.028,-101.948,21.51,base,11,s,0,0
-101.948,21.51,-106.679,20.992,base,12,s,0,0
-106.679,20.992,-111.409,20.474,base,13,s,0,0
-111.409,20.474,-116.139,19.956,base,14,s,0,0
-116.139,19.956,-120.87,19.438,base,15,s,0,0
-120.87,19.438,-125.6,18.92,base,16,s,0,0
-125.6,18.92,-130.33,18.402,base,17,s,0,0
-130.33,18.402,-135.061,17.884,base,18,s,0,0
-135.061,17.884,-139.615,17.73,base,0,s,0,0
-139.615,17.73,-144.169,17.576,base,1,s,0,0
-144.169,17.576,-148.723,17.422,base,2,s,0,0
-148.723,17.422,-153.277,17.268,base,3,s,0,0
-153.277,17.268,-157.832,17.115,base,4,s,0,0
-157.832,17.115,-162.386,16.961,base,5,s,0,0
-162.386,16.961,-166.94,16.807,base,6,s,0,0
-166.94,16.807,-171.494,16.653,base,7,s,0,0
-171.494,16.653,-176.049,16.5,base,8,s,0,0
-176.049,16.5,-179.524,16.5,base,0,s,0,0
-179.524,16.5,-183,16.5,base,1,s,0,0
-169.382,0,-165.709,1.249,ramp_mft,0,s,0,0
-165.709,1.249,-162.036,2.498,ramp_mft,1,s,0,0
-162.036,2.498,-158.363,3.747,ramp_mft,2,s,0,0
-158.363,3.747,-154.691,4.997,ramp_mft,3,s,0,0
-154.691,4.997,-149.794,5.189,ramp_mft,0,s,0,0
-149.794,5.189,-144.897,5.381,ramp_mft,1,s,0,0
-144.897,5.381,-140,5.574,ramp_mft,2,s,0,0
-140,5.574,-137.221,5.631,ramp_mft,0,s,0,0
-137.221,5.631,-134.444,5.689,ramp_mft,1,s,0,0
-134.444,5.689,-129.629,6.121,ramp_mft,0,s,0,0
-129.629,6.121,-124.814,6.554,ramp_mft,1,s,0,0
-124.814,6.554,-119.999,6.987,ramp_mft,2,s,0,0
-119.999,6.987,-115.185,7.42,ramp_mft,3,s,-1,0.3
-115.185,7.42,-111.666,8.978,ramp_mft,0,s,-1,0.3
-111.666,8.978,-108.148,10.536,ramp_mft,1,s,-1,0.3
-108.148,10.536,-103.796,11.011,ramp_mft,0,s,-1,0.3
-103.796,11.011,-99.444,11.487,ramp_mft,1,s,-1,0.3
-99.444,11.487,-95.092,11.963,ramp_mft,2,s,-1,0.3
-95.092,11.963,-90.74,12.439,ramp_mft,3,s,-1,0.3
-90.74,12.439,-86.388,12.915,ramp_mft,4,s,-1,0.3
-86.388,12.915,-82.036,13.391,ramp_mft,5,s,-1,0.3
-82.036,13.391,-77.684,13.867,ramp_mft,6,s,-1,0.3
-77.684,13.867,-73.333,14.343,ramp_mft,7,s,-1,0.3
-73.333,14.343,-69.311,16.255,ramp_mft,0,s,-1,0.3
-69.311,16.255,-65.29,18.167,ramp_mft,1,s,-1,0.3
-65.29,18.167,-61.269,20.079,ramp_mft,2,s,-1,0.3
-61.269,20.079,-57.248,21.991,ramp_mft,3,s,-1,0.3
-57.248,21.991,-53.227,23.903,ramp_mft,4,s,-1,0
-53.227,23.903,-49.206,25.815,ramp_mft,5,s,-1,0
-49.206,25.815,-45.185,27.728,ramp_mft,6,s,-1,0
-45.185,27.728,-40.511,28.255,ramp_mft,0,s,-1,0
-40.511,28.255,-35.837,28.782,ramp_mft,1,s,-1,0
-35.837,28.782,-31.163,29.31,ramp_mft,2,s,-1,0
-31.163,29.31,-26.49,29.837,ramp_mft,3,s,-1,0
-26.49,29.837,-21.816,30.365,ramp_mft,4,s,-1,0
-21.816,30.365,-17.142,30.892,ramp_mft,5,s,-1,0
-17.142,30.892,-12.469,31.42,ramp_mft,6,s,-1,0
-12.469,31.42,-8.312,31.881,ramp_mft,0,s,-1,0
-8.312,31.881,-4.156,32.343,ramp_mft,1,s,-1,0
-4.156,32.343,0,32.805,ramp_mft,2,s,-1,0
-183,16.5,-183,12.432,left_edge,0,s,0,0
-183,12.432,-183,8.365,left_edge,1,s,0,0
-183,8.365,-183,4.297,left_edge,2,s,0,0
-183,4.297,-183,0.23,left_edge,3,s,0,0
0,32.805,0,28.214,right_edge,0,s,-1,0
0,28.214,0,23.622,right_edge,1,s,-1,0
0,23.622,0,19.032,right_edge,2,s,-1,0
0,19.032,0,14.44,right_edge,3,s,-1,0
0,14.44,0,9.849,right_edge,4,s,-1,0
0,9.849,0,5.259,right_edge,5,s,-1,0
0,5.259,0,0.667,right_edge,6,s,-1,0
0,0.667,0,-3.923,right_edge,7,s,-1,0
